Day	Weather	Holiday	FoodItem	QuantitySold
Thursday	Cloudy	Yes	Mysore Bonda	114
Friday	Sunny	Yes	Idli	121
Wednesday	Sunny	Yes	Samosa	58
Tuesday	Sunny	No	Dosa	103
Thursday	Rainy	No	Mirchi Bhajji	279
Saturday	Cloudy	Yes	Mirchi Bhajji	148
Sunday	Cloudy	Yes	Punukulu	23
Saturday	Rainy	No	Pesarattu	102
Monday	Sunny	Yes	Mysore Bonda	196
Saturday	Sunny	No	Samosa	248
Monday	Rainy	Yes	Pani Puri	205
Saturday	Rainy	Yes	Pesarattu	183
Thursday	Cloudy	No	Pani Puri	275
Wednesday	Cloudy	No	Punukulu	117
Tuesday	Rainy	Yes	Biryani	200
Thursday	Cloudy	No	Pani Puri	226
Thursday	Cloudy	No	Idli	92
Saturday	Cloudy	No	Biryani	91
Sunday	Cloudy	No	Idli	224
Wednesday	Sunny	No	Idli	97
Friday	Sunny	Yes	Samosa	28
Thursday	Cloudy	Yes	Pesarattu	192
Tuesday	Sunny	No	Mirchi Bhajji	101
Wednesday	Rainy	No	Dosa	117
Thursday	Rainy	No	Mirchi Bhajji	242
Sunday	Sunny	No	Biryani	200
Monday	Sunny	No	Mysore Bonda	168
Tuesday	Sunny	No	Dosa	233
Thursday	Sunny	No	Idli	193
Saturday	Cloudy	No	Samosa	86
Friday	Cloudy	No	Pani Puri	85
Wednesday	Rainy	No	Samosa	29
Thursday	Cloudy	No	Dosa	127
Wednesday	Rainy	Yes	Pani Puri	263
Sunday	Cloudy	No	Pani Puri	119
Tuesday	Cloudy	Yes	Dosa	147
Thursday	Rainy	No	Biryani	180
Friday	Sunny	No	Idli	184
Monday	Rainy	No	Mysore Bonda	156
Monday	Cloudy	No	Dosa	161
Saturday	Sunny	No	Biryani	262
Tuesday	Sunny	Yes	Pani Puri	202
Sunday	Rainy	No	Punukulu	94
Sunday	Cloudy	No	Mysore Bonda	180
Friday	Rainy	Yes	Dosa	81
Wednesday	Rainy	Yes	Dosa	288
Sunday	Rainy	No	Dosa	212
Thursday	Rainy	Yes	Pesarattu	153
Tuesday	Sunny	No	Biryani	34
Saturday	Rainy	No	Samosa	208
Thursday	Sunny	No	Mirchi Bhajji	100
Friday	Cloudy	No	Samosa	160
Thursday	Cloudy	Yes	Mysore Bonda	165
Tuesday	Rainy	Yes	Pani Puri	28
Monday	Sunny	No	Punukulu	264
Wednesday	Sunny	No	Mirchi Bhajji	33
Saturday	Cloudy	No	Mirchi Bhajji	111
Wednesday	Rainy	Yes	Pesarattu	185
Friday	Rainy	Yes	Punukulu	48
Saturday	Rainy	Yes	Mysore Bonda	52
Monday	Sunny	Yes	Samosa	287
Tuesday	Rainy	Yes	Samosa	204
Wednesday	Cloudy	Yes	Mirchi Bhajji	195
Sunday	Sunny	No	Mirchi Bhajji	299
Monday	Rainy	No	Mirchi Bhajji	99
Friday	Sunny	Yes	Mysore Bonda	101
Monday	Cloudy	Yes	Dosa	48
Saturday	Rainy	Yes	Biryani	135
Thursday	Sunny	Yes	Dosa	139
Tuesday	Sunny	No	Pani Puri	218
Sunday	Rainy	No	Biryani	281
Sunday	Cloudy	No	Biryani	232
Friday	Sunny	Yes	Dosa	38
Tuesday	Sunny	No	Biryani	198
Saturday	Sunny	No	Punukulu	104
Thursday	Sunny	Yes	Punukulu	23
Saturday	Rainy	No	Pesarattu	211
Friday	Cloudy	Yes	Dosa	151
Wednesday	Sunny	No	Pesarattu	221
Monday	Rainy	No	Mysore Bonda	34
Thursday	Rainy	No	Dosa	114
Monday	Sunny	No	Samosa	125
Tuesday	Rainy	No	Dosa	175
Wednesday	Cloudy	Yes	Dosa	149
Tuesday	Rainy	Yes	Pesarattu	26
Tuesday	Sunny	No	Dosa	275
Saturday	Cloudy	No	Mysore Bonda	220
Friday	Sunny	No	Mysore Bonda	166
Sunday	Rainy	Yes	Samosa	74
Monday	Sunny	Yes	Biryani	160
Monday	Cloudy	No	Mirchi Bhajji	101
Monday	Sunny	No	Dosa	117
Thursday	Rainy	No	Samosa	163
Thursday	Rainy	Yes	Pesarattu	37
Monday	Cloudy	Yes	Pesarattu	253
Sunday	Sunny	Yes	Biryani	263
Tuesday	Sunny	Yes	Samosa	140
Thursday	Rainy	No	Pesarattu	31
Saturday	Rainy	No	Samosa	98
Tuesday	Sunny	No	Mirchi Bhajji	35
Monday	Cloudy	No	Mysore Bonda	231
Tuesday	Sunny	Yes	Samosa	163
Saturday	Cloudy	No	Dosa	156
Monday	Rainy	No	Dosa	140
Saturday	Cloudy	Yes	Biryani	242
Friday	Rainy	No	Dosa	44
Wednesday	Cloudy	Yes	Pani Puri	253
Sunday	Cloudy	Yes	Pani Puri	210
Saturday	Rainy	Yes	Pani Puri	197
Thursday	Sunny	No	Pani Puri	259
Wednesday	Cloudy	Yes	Mysore Bonda	297
Thursday	Cloudy	No	Samosa	149
Tuesday	Cloudy	No	Mysore Bonda	250
Sunday	Rainy	Yes	Biryani	195
Friday	Rainy	Yes	Pani Puri	296
Saturday	Rainy	Yes	Idli	125
Sunday	Rainy	No	Samosa	234
Monday	Rainy	Yes	Punukulu	73
Friday	Sunny	No	Punukulu	104
Saturday	Sunny	No	Mysore Bonda	79
Wednesday	Rainy	No	Punukulu	222
Friday	Rainy	No	Dosa	199
Saturday	Cloudy	Yes	Dosa	252
Tuesday	Rainy	Yes	Biryani	278
Sunday	Sunny	No	Idli	56
Saturday	Cloudy	Yes	Mirchi Bhajji	175
Sunday	Sunny	Yes	Dosa	32
Monday	Sunny	No	Samosa	126
Tuesday	Rainy	Yes	Samosa	149
Thursday	Sunny	No	Pani Puri	226
Monday	Rainy	No	Pani Puri	218
Wednesday	Sunny	No	Mirchi Bhajji	264
Saturday	Rainy	Yes	Mysore Bonda	36
Thursday	Cloudy	No	Biryani	150
Saturday	Cloudy	No	Punukulu	70
Thursday	Rainy	No	Mysore Bonda	33
Thursday	Sunny	No	Samosa	263
Wednesday	Rainy	Yes	Samosa	145
Saturday	Rainy	Yes	Mysore Bonda	214
Saturday	Cloudy	Yes	Mysore Bonda	37
Wednesday	Cloudy	No	Dosa	230
Monday	Sunny	Yes	Biryani	279
Thursday	Sunny	Yes	Mysore Bonda	160
Saturday	Rainy	No	Punukulu	44
Wednesday	Rainy	Yes	Punukulu	271
Tuesday	Cloudy	No	Idli	40
Wednesday	Rainy	No	Mirchi Bhajji	76
Saturday	Sunny	Yes	Dosa	266
Thursday	Sunny	Yes	Mirchi Bhajji	110
Sunday	Cloudy	Yes	Pesarattu	113
Tuesday	Cloudy	No	Dosa	247
Sunday	Rainy	Yes	Samosa	104
Tuesday	Sunny	Yes	Mysore Bonda	274
Wednesday	Rainy	No	Biryani	288
Saturday	Cloudy	Yes	Mirchi Bhajji	262
Monday	Cloudy	No	Punukulu	236
Monday	Sunny	Yes	Pesarattu	203
Thursday	Cloudy	Yes	Idli	81
Monday	Sunny	Yes	Idli	120
Thursday	Rainy	No	Punukulu	154
Thursday	Sunny	Yes	Mirchi Bhajji	79
Friday	Sunny	Yes	Dosa	95
Wednesday	Sunny	No	Biryani	210
Monday	Rainy	Yes	Samosa	288
Saturday	Cloudy	Yes	Pesarattu	90
Wednesday	Sunny	No	Dosa	116
Saturday	Cloudy	No	Mysore Bonda	129
Monday	Sunny	No	Punukulu	297
Sunday	Sunny	Yes	Idli	281
Tuesday	Sunny	No	Punukulu	57
Friday	Sunny	Yes	Mirchi Bhajji	205
Tuesday	Cloudy	No	Biryani	241
Monday	Cloudy	No	Biryani	118
Saturday	Rainy	No	Mirchi Bhajji	250
Friday	Sunny	Yes	Mysore Bonda	280
Thursday	Rainy	Yes	Dosa	286
Wednesday	Cloudy	Yes	Mirchi Bhajji	35
Thursday	Sunny	Yes	Idli	40
Wednesday	Cloudy	No	Pesarattu	257
Saturday	Cloudy	No	Punukulu	187
Wednesday	Cloudy	No	Mirchi Bhajji	90
Thursday	Cloudy	Yes	Mysore Bonda	195
Friday	Rainy	Yes	Pesarattu	157
Wednesday	Cloudy	Yes	Pani Puri	185
Tuesday	Rainy	Yes	Pani Puri	176
Tuesday	Cloudy	No	Pesarattu	155
Friday	Cloudy	Yes	Idli	171
Tuesday	Rainy	No	Punukulu	184
Tuesday	Cloudy	Yes	Samosa	169
Saturday	Sunny	Yes	Pani Puri	113
Saturday	Cloudy	No	Dosa	220
Thursday	Rainy	No	Mysore Bonda	295
Wednesday	Sunny	No	Samosa	149
Monday	Cloudy	No	Biryani	54
Tuesday	Cloudy	No	Mysore Bonda	161
Friday	Rainy	No	Dosa	156
Monday	Cloudy	No	Samosa	263
Thursday	Cloudy	No	Samosa	91
Tuesday	Sunny	No	Biryani	41
Sunday	Sunny	No	Samosa	300
Friday	Cloudy	Yes	Samosa	236
Tuesday	Sunny	Yes	Biryani	77
Wednesday	Rainy	No	Pesarattu	240
Tuesday	Sunny	Yes	Pesarattu	201
Sunday	Sunny	Yes	Biryani	182
Sunday	Sunny	Yes	Mirchi Bhajji	124
Friday	Rainy	Yes	Idli	66
Friday	Rainy	No	Mysore Bonda	83
Monday	Sunny	No	Dosa	143
Thursday	Rainy	Yes	Idli	132
Wednesday	Sunny	Yes	Dosa	177
Thursday	Rainy	No	Mysore Bonda	129
Tuesday	Sunny	Yes	Mirchi Bhajji	247
Thursday	Sunny	No	Mirchi Bhajji	31
Friday	Cloudy	Yes	Mysore Bonda	243
Sunday	Rainy	No	Pani Puri	30
Thursday	Rainy	No	Mysore Bonda	125
Wednesday	Sunny	Yes	Mirchi Bhajji	106
Sunday	Cloudy	Yes	Dosa	180
Wednesday	Cloudy	No	Dosa	168
Tuesday	Cloudy	No	Biryani	144
Saturday	Rainy	Yes	Mysore Bonda	31
Thursday	Rainy	No	Pani Puri	215
Monday	Cloudy	No	Mysore Bonda	237
Monday	Cloudy	No	Pani Puri	137
Wednesday	Cloudy	No	Mysore Bonda	100
Tuesday	Sunny	Yes	Biryani	215
Wednesday	Sunny	Yes	Samosa	101
Monday	Rainy	Yes	Pesarattu	60
Friday	Cloudy	No	Idli	170
Tuesday	Cloudy	No	Idli	137
Thursday	Cloudy	Yes	Punukulu	54
Tuesday	Sunny	Yes	Idli	167
Friday	Cloudy	No	Idli	140
Monday	Sunny	Yes	Samosa	71
Wednesday	Sunny	Yes	Mysore Bonda	208
Saturday	Sunny	Yes	Punukulu	115
Tuesday	Sunny	No	Idli	159
Friday	Sunny	Yes	Mirchi Bhajji	89
Tuesday	Sunny	No	Idli	87
Tuesday	Rainy	No	Pesarattu	256
Tuesday	Cloudy	Yes	Samosa	147
Tuesday	Rainy	Yes	Samosa	213
Tuesday	Sunny	No	Mysore Bonda	290
Sunday	Cloudy	No	Punukulu	297
Saturday	Cloudy	No	Punukulu	201
Sunday	Rainy	No	Pesarattu	288
Thursday	Sunny	No	Idli	38
Tuesday	Sunny	No	Pesarattu	79
Friday	Cloudy	No	Mirchi Bhajji	173
Wednesday	Sunny	No	Mysore Bonda	121
Sunday	Sunny	Yes	Mirchi Bhajji	95
Thursday	Rainy	Yes	Pesarattu	222
Tuesday	Sunny	Yes	Dosa	244
Wednesday	Cloudy	No	Mysore Bonda	258
Wednesday	Sunny	No	Idli	232
Monday	Sunny	Yes	Samosa	171
Wednesday	Sunny	No	Mysore Bonda	217
Saturday	Cloudy	Yes	Pesarattu	201
Sunday	Rainy	No	Biryani	265
Monday	Cloudy	No	Dosa	178
Friday	Sunny	Yes	Samosa	94
Saturday	Rainy	No	Biryani	32
Friday	Sunny	No	Biryani	249
Thursday	Cloudy	No	Pani Puri	187
Wednesday	Cloudy	Yes	Punukulu	83
Thursday	Cloudy	No	Punukulu	38
Saturday	Rainy	Yes	Idli	213
Wednesday	Rainy	No	Pesarattu	93
Tuesday	Sunny	Yes	Mirchi Bhajji	161
Thursday	Sunny	Yes	Biryani	175
Monday	Sunny	Yes	Mirchi Bhajji	119
Thursday	Sunny	No	Punukulu	150
Tuesday	Sunny	Yes	Idli	39
Wednesday	Rainy	No	Samosa	132
Thursday	Sunny	No	Samosa	60
Saturday	Cloudy	No	Pani Puri	260
Wednesday	Rainy	No	Pani Puri	289
Tuesday	Rainy	No	Dosa	135
Sunday	Sunny	No	Mysore Bonda	159
Wednesday	Rainy	No	Mysore Bonda	227
Monday	Rainy	No	Pesarattu	74
Sunday	Sunny	Yes	Dosa	147
Thursday	Sunny	Yes	Punukulu	278
Wednesday	Cloudy	No	Mirchi Bhajji	189
Wednesday	Sunny	Yes	Idli	266
Saturday	Sunny	No	Biryani	243
Thursday	Cloudy	Yes	Mirchi Bhajji	262
Monday	Cloudy	No	Samosa	177
Tuesday	Cloudy	No	Mirchi Bhajji	129
Thursday	Cloudy	Yes	Pesarattu	144
Friday	Sunny	No	Idli	187
Friday	Cloudy	Yes	Samosa	62
Monday	Rainy	Yes	Idli	296
Thursday	Cloudy	Yes	Idli	46
Monday	Cloudy	Yes	Biryani	88
Wednesday	Cloudy	No	Samosa	40
Tuesday	Cloudy	No	Samosa	39
Friday	Sunny	Yes	Biryani	118
Sunday	Sunny	No	Mysore Bonda	75
Wednesday	Rainy	No	Punukulu	56
Sunday	Rainy	No	Idli	53
Thursday	Rainy	No	Idli	283
Monday	Cloudy	Yes	Pesarattu	36
Thursday	Cloudy	Yes	Mysore Bonda	251
Wednesday	Rainy	No	Pesarattu	225
Thursday	Sunny	No	Pani Puri	127
Tuesday	Cloudy	Yes	Idli	38
Monday	Sunny	Yes	Idli	75
Thursday	Sunny	Yes	Samosa	164
Sunday	Cloudy	No	Dosa	266
Thursday	Cloudy	Yes	Punukulu	174
Saturday	Sunny	No	Biryani	206
Tuesday	Cloudy	Yes	Pani Puri	53
Monday	Sunny	No	Mirchi Bhajji	115
Sunday	Cloudy	No	Mirchi Bhajji	185
Thursday	Sunny	No	Mirchi Bhajji	181
Sunday	Rainy	Yes	Biryani	104
Wednesday	Cloudy	Yes	Mysore Bonda	191
Tuesday	Sunny	Yes	Dosa	282
Friday	Cloudy	No	Dosa	112
Thursday	Sunny	Yes	Pani Puri	195
Sunday	Rainy	No	Pani Puri	21
Monday	Cloudy	Yes	Dosa	95
Wednesday	Rainy	No	Punukulu	220
Friday	Rainy	Yes	Mirchi Bhajji	40
Thursday	Rainy	No	Punukulu	253
Monday	Cloudy	No	Biryani	228
Friday	Rainy	Yes	Mysore Bonda	233
Thursday	Rainy	Yes	Pani Puri	134
Thursday	Cloudy	No	Biryani	137
Saturday	Rainy	No	Mirchi Bhajji	155
Monday	Rainy	Yes	Biryani	133
Sunday	Cloudy	Yes	Mirchi Bhajji	21
Thursday	Sunny	Yes	Pesarattu	294
Sunday	Rainy	No	Biryani	276
Sunday	Rainy	No	Biryani	274
Friday	Sunny	No	Samosa	140
Thursday	Rainy	No	Idli	299
Saturday	Sunny	Yes	Mirchi Bhajji	60
Wednesday	Rainy	Yes	Mysore Bonda	30
Monday	Sunny	No	Idli	169
Saturday	Cloudy	No	Idli	238
Tuesday	Rainy	Yes	Pani Puri	69
Sunday	Cloudy	No	Punukulu	300
Saturday	Sunny	Yes	Idli	82
Sunday	Sunny	Yes	Samosa	158
Tuesday	Sunny	No	Pani Puri	82
Friday	Rainy	No	Punukulu	82
Thursday	Rainy	No	Samosa	202
Sunday	Sunny	No	Idli	218
Sunday	Sunny	No	Biryani	64
Monday	Sunny	Yes	Pani Puri	102
Friday	Rainy	Yes	Mysore Bonda	199
Monday	Cloudy	No	Mirchi Bhajji	73
Sunday	Rainy	No	Dosa	105
Tuesday	Rainy	No	Samosa	136
Sunday	Rainy	No	Punukulu	254
Thursday	Cloudy	No	Dosa	41
Monday	Cloudy	Yes	Biryani	201
Monday	Rainy	No	Pani Puri	232
Saturday	Sunny	No	Mysore Bonda	63
Tuesday	Sunny	Yes	Idli	262
Thursday	Rainy	No	Samosa	36
Sunday	Rainy	No	Dosa	179
Friday	Cloudy	No	Biryani	74
Monday	Cloudy	Yes	Pesarattu	214
Tuesday	Cloudy	No	Mirchi Bhajji	58
Friday	Cloudy	Yes	Mysore Bonda	177
Saturday	Cloudy	No	Biryani	33
Wednesday	Cloudy	Yes	Samosa	90
Friday	Rainy	Yes	Pani Puri	78
Monday	Cloudy	No	Pani Puri	83
Tuesday	Rainy	Yes	Samosa	138
Monday	Cloudy	No	Punukulu	297
Sunday	Sunny	No	Punukulu	172
Monday	Cloudy	Yes	Pesarattu	235
Monday	Rainy	No	Pesarattu	46
Tuesday	Sunny	Yes	Biryani	74
Thursday	Sunny	No	Pani Puri	227
Friday	Sunny	No	Idli	146
Monday	Cloudy	Yes	Idli	73
Saturday	Sunny	No	Dosa	84
Tuesday	Rainy	Yes	Mirchi Bhajji	22
Saturday	Rainy	No	Dosa	272
Friday	Sunny	Yes	Mirchi Bhajji	128
Friday	Rainy	No	Dosa	290
Wednesday	Cloudy	Yes	Mirchi Bhajji	230
Friday	Cloudy	No	Dosa	83
Saturday	Cloudy	No	Mysore Bonda	20
Monday	Cloudy	Yes	Pesarattu	85
Friday	Sunny	Yes	Dosa	87
Saturday	Sunny	Yes	Dosa	43
Saturday	Sunny	No	Idli	131
Wednesday	Sunny	Yes	Dosa	76
Sunday	Rainy	Yes	Mirchi Bhajji	74
Wednesday	Sunny	No	Idli	95
Saturday	Rainy	Yes	Pani Puri	186
Thursday	Cloudy	No	Mysore Bonda	123
Sunday	Rainy	Yes	Dosa	219
Wednesday	Sunny	Yes	Mysore Bonda	270
Wednesday	Cloudy	Yes	Pesarattu	21
Thursday	Cloudy	Yes	Biryani	50
Saturday	Cloudy	No	Dosa	231
Monday	Cloudy	Yes	Pesarattu	163
Tuesday	Cloudy	Yes	Mysore Bonda	291
Monday	Rainy	No	Pani Puri	175
Saturday	Sunny	No	Dosa	161
Sunday	Cloudy	No	Pesarattu	102
Thursday	Sunny	No	Idli	28
Sunday	Sunny	No	Mirchi Bhajji	132
Friday	Rainy	Yes	Samosa	157
Saturday	Cloudy	No	Samosa	159
Sunday	Rainy	No	Mirchi Bhajji	30
Monday	Rainy	Yes	Dosa	164
Wednesday	Sunny	Yes	Mysore Bonda	290
Monday	Sunny	Yes	Pani Puri	234
Friday	Cloudy	Yes	Mysore Bonda	119
Tuesday	Sunny	No	Mirchi Bhajji	148
Saturday	Cloudy	Yes	Mirchi Bhajji	202
Monday	Cloudy	No	Dosa	145
Wednesday	Sunny	No	Pani Puri	261
Sunday	Sunny	No	Mysore Bonda	136
Thursday	Rainy	Yes	Samosa	72
Friday	Sunny	Yes	Mirchi Bhajji	42
Tuesday	Cloudy	No	Punukulu	57
Monday	Rainy	No	Idli	133
Saturday	Sunny	Yes	Pani Puri	69
Monday	Cloudy	Yes	Mirchi Bhajji	81
Wednesday	Rainy	No	Dosa	67
Wednesday	Sunny	Yes	Samosa	148
Sunday	Rainy	Yes	Biryani	263
Saturday	Cloudy	Yes	Biryani	270
Sunday	Sunny	No	Pani Puri	71
Monday	Rainy	Yes	Pesarattu	20
Thursday	Rainy	No	Pani Puri	251
Friday	Rainy	Yes	Biryani	69
Saturday	Rainy	Yes	Pesarattu	118
Tuesday	Sunny	Yes	Biryani	111
Tuesday	Sunny	Yes	Idli	171
Thursday	Sunny	No	Dosa	88
Monday	Sunny	Yes	Pani Puri	173
Sunday	Rainy	No	Idli	52
Sunday	Sunny	No	Mirchi Bhajji	23
Tuesday	Cloudy	Yes	Punukulu	109
Saturday	Cloudy	Yes	Samosa	100
Tuesday	Sunny	Yes	Mirchi Bhajji	75
Thursday	Sunny	Yes	Pesarattu	286
Saturday	Rainy	No	Mysore Bonda	100
Sunday	Rainy	Yes	Mysore Bonda	237
Tuesday	Rainy	No	Pesarattu	181
Wednesday	Rainy	Yes	Biryani	120
Thursday	Cloudy	No	Punukulu	258
Monday	Rainy	Yes	Idli	47
Tuesday	Rainy	Yes	Punukulu	265
Thursday	Rainy	Yes	Biryani	285
Tuesday	Rainy	Yes	Idli	143
Monday	Rainy	Yes	Dosa	295
Friday	Sunny	No	Punukulu	295
Monday	Cloudy	No	Pani Puri	89
Sunday	Sunny	Yes	Mirchi Bhajji	271
Sunday	Sunny	Yes	Dosa	65
Friday	Sunny	No	Samosa	236
Saturday	Rainy	Yes	Pani Puri	255
Tuesday	Rainy	No	Pani Puri	35
Monday	Sunny	Yes	Biryani	35
Monday	Cloudy	Yes	Samosa	62
Saturday	Sunny	No	Samosa	244
Sunday	Rainy	No	Biryani	33
Saturday	Sunny	No	Pani Puri	214
Saturday	Sunny	No	Pesarattu	153
Tuesday	Sunny	Yes	Punukulu	264
Wednesday	Cloudy	Yes	Idli	109
Sunday	Cloudy	Yes	Pani Puri	214
Thursday	Sunny	No	Mysore Bonda	33
Monday	Rainy	Yes	Biryani	153
Tuesday	Cloudy	No	Pani Puri	65
Wednesday	Rainy	No	Punukulu	96
Thursday	Cloudy	Yes	Dosa	231
Tuesday	Cloudy	Yes	Pani Puri	209
Saturday	Sunny	No	Pesarattu	107
Sunday	Rainy	No	Biryani	40
Saturday	Cloudy	Yes	Mirchi Bhajji	126
Tuesday	Cloudy	No	Pani Puri	28
Sunday	Rainy	Yes	Idli	53
Monday	Cloudy	Yes	Samosa	220
Wednesday	Rainy	Yes	Punukulu	290
Saturday	Sunny	No	Pesarattu	110
Friday	Cloudy	No	Dosa	284
Tuesday	Cloudy	Yes	Punukulu	52
Thursday	Cloudy	Yes	Idli	53
Tuesday	Rainy	No	Pesarattu	107
Friday	Rainy	No	Mirchi Bhajji	172
Tuesday	Sunny	Yes	Mirchi Bhajji	86
Wednesday	Rainy	No	Dosa	73
Wednesday	Cloudy	Yes	Mysore Bonda	40
Sunday	Cloudy	No	Mirchi Bhajji	100
Wednesday	Cloudy	No	Biryani	115
Thursday	Sunny	No	Pani Puri	298
Saturday	Sunny	No	Dosa	31
Saturday	Sunny	No	Mirchi Bhajji	177
Thursday	Cloudy	No	Punukulu	291
Friday	Sunny	Yes	Samosa	208
Tuesday	Rainy	Yes	Pesarattu	189
Saturday	Sunny	No	Biryani	194
Monday	Cloudy	Yes	Pesarattu	142
Tuesday	Sunny	Yes	Pani Puri	119
Sunday	Rainy	No	Pani Puri	82
Thursday	Rainy	Yes	Idli	72
Monday	Sunny	No	Punukulu	258
Saturday	Sunny	Yes	Dosa	143
Friday	Sunny	Yes	Mysore Bonda	130
Tuesday	Cloudy	No	Dosa	40
Thursday	Sunny	Yes	Samosa	278
Thursday	Cloudy	No	Samosa	256
Friday	Cloudy	Yes	Biryani	114
Tuesday	Sunny	Yes	Samosa	191
Sunday	Cloudy	Yes	Punukulu	85
Sunday	Rainy	Yes	Dosa	213
Wednesday	Cloudy	No	Pesarattu	165
Sunday	Rainy	Yes	Mirchi Bhajji	21
Friday	Rainy	Yes	Mirchi Bhajji	208
Friday	Cloudy	Yes	Biryani	59
Wednesday	Rainy	Yes	Samosa	289
Saturday	Rainy	No	Samosa	296
Wednesday	Sunny	Yes	Mirchi Bhajji	291
Thursday	Cloudy	Yes	Idli	228
Tuesday	Sunny	Yes	Dosa	278
Tuesday	Sunny	Yes	Mysore Bonda	160
Wednesday	Cloudy	No	Samosa	67
Wednesday	Sunny	No	Idli	286
Friday	Cloudy	Yes	Pani Puri	30
Sunday	Cloudy	Yes	Mysore Bonda	222
Thursday	Cloudy	Yes	Punukulu	69
Monday	Rainy	Yes	Mirchi Bhajji	29
Monday	Sunny	Yes	Punukulu	124
Wednesday	Cloudy	No	Samosa	33
Thursday	Sunny	No	Samosa	184
Saturday	Sunny	Yes	Idli	131
Wednesday	Cloudy	No	Biryani	240
Friday	Rainy	Yes	Mirchi Bhajji	75
Thursday	Rainy	No	Mirchi Bhajji	93
Friday	Sunny	No	Pesarattu	40
Monday	Sunny	No	Punukulu	22
Sunday	Rainy	No	Dosa	195
Wednesday	Sunny	No	Punukulu	290
Tuesday	Cloudy	Yes	Dosa	139
Saturday	Cloudy	Yes	Biryani	72
Saturday	Cloudy	No	Biryani	44
Friday	Cloudy	Yes	Pesarattu	166
Friday	Sunny	Yes	Mysore Bonda	150
Friday	Sunny	No	Mirchi Bhajji	212
Sunday	Rainy	No	Punukulu	253
Monday	Rainy	No	Idli	294
Sunday	Cloudy	No	Dosa	95
Wednesday	Rainy	Yes	Pesarattu	30
Sunday	Rainy	No	Dosa	109
Tuesday	Sunny	Yes	Dosa	170
Sunday	Sunny	No	Mirchi Bhajji	48
Thursday	Rainy	Yes	Punukulu	262
Tuesday	Cloudy	Yes	Mysore Bonda	233
Monday	Rainy	No	Idli	130
Wednesday	Rainy	Yes	Punukulu	132
Wednesday	Rainy	No	Dosa	286
Tuesday	Rainy	Yes	Pesarattu	21
Wednesday	Cloudy	Yes	Idli	242
Wednesday	Sunny	Yes	Mirchi Bhajji	203
Friday	Rainy	Yes	Mirchi Bhajji	156
Monday	Rainy	No	Mirchi Bhajji	196
Thursday	Rainy	Yes	Dosa	27
Friday	Cloudy	No	Samosa	94
Sunday	Sunny	No	Pani Puri	81
Wednesday	Sunny	No	Mirchi Bhajji	297
Tuesday	Sunny	No	Punukulu	159
Saturday	Sunny	Yes	Idli	264
Sunday	Sunny	Yes	Biryani	283
Thursday	Rainy	No	Mirchi Bhajji	52
Monday	Sunny	No	Punukulu	123
Monday	Sunny	Yes	Pani Puri	33
Monday	Sunny	No	Punukulu	48
Friday	Rainy	No	Samosa	170
Saturday	Rainy	Yes	Pani Puri	47
Thursday	Cloudy	Yes	Punukulu	120
Sunday	Rainy	No	Mirchi Bhajji	93
Monday	Rainy	No	Dosa	163
Wednesday	Sunny	No	Mysore Bonda	246
Friday	Cloudy	No	Idli	49
Saturday	Cloudy	Yes	Mirchi Bhajji	230
Saturday	Sunny	Yes	Pani Puri	29
Friday	Sunny	No	Mysore Bonda	216
Monday	Sunny	Yes	Pesarattu	31
Thursday	Rainy	No	Samosa	119
Tuesday	Sunny	No	Dosa	65
Tuesday	Cloudy	No	Idli	123
Wednesday	Cloudy	Yes	Mysore Bonda	298
Monday	Cloudy	Yes	Dosa	104
Saturday	Sunny	Yes	Idli	20
Thursday	Sunny	Yes	Mirchi Bhajji	141
Sunday	Rainy	No	Idli	259
Thursday	Rainy	No	Mirchi Bhajji	82
Tuesday	Sunny	No	Samosa	299
Wednesday	Cloudy	No	Biryani	106
Sunday	Rainy	No	Biryani	92
Sunday	Cloudy	No	Punukulu	42
Sunday	Sunny	No	Pesarattu	165
Monday	Sunny	No	Dosa	148
Sunday	Sunny	No	Mysore Bonda	293
Monday	Sunny	No	Mysore Bonda	282
Tuesday	Sunny	Yes	Biryani	102
Saturday	Sunny	No	Punukulu	113
Monday	Rainy	Yes	Pesarattu	285
Thursday	Sunny	No	Mysore Bonda	244
Tuesday	Cloudy	Yes	Punukulu	144
Monday	Rainy	Yes	Punukulu	183
Thursday	Sunny	No	Dosa	250
Saturday	Sunny	No	Punukulu	239
Thursday	Rainy	Yes	Mysore Bonda	264
Saturday	Sunny	No	Mysore Bonda	140
Thursday	Rainy	Yes	Biryani	206
Sunday	Sunny	No	Punukulu	93
Monday	Rainy	Yes	Idli	134
Saturday	Cloudy	No	Idli	64
Thursday	Rainy	No	Biryani	191
Friday	Cloudy	Yes	Pesarattu	227
Friday	Sunny	Yes	Punukulu	109
Monday	Rainy	Yes	Pani Puri	223
Thursday	Rainy	Yes	Punukulu	293
Sunday	Rainy	No	Dosa	240
Friday	Rainy	No	Punukulu	28
Tuesday	Sunny	Yes	Pani Puri	37
Friday	Rainy	Yes	Punukulu	241
Saturday	Rainy	No	Punukulu	169
Saturday	Sunny	No	Pani Puri	282
Friday	Rainy	Yes	Samosa	165
Wednesday	Cloudy	No	Biryani	245
Monday	Cloudy	Yes	Dosa	298
Thursday	Cloudy	No	Mysore Bonda	120
Friday	Rainy	Yes	Biryani	251
Wednesday	Cloudy	Yes	Samosa	256
